Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC1_outlier,PC2_outlier,Any_outlier,PC1_flag,PC2_flag
sample-28,-0.8521492348090671,8.642562341012148,5.7313163627828265,-0.9281259063276124,-10.497942078978983,-1.910880683186731,-0.2922812745292472,4.612219270169399,-2.856056665403102,1.2211134899051863,False,False,False,normal,normal
sample-29,24.054353599919462,12.486996055882672,-34.645925249068476,-12.155602907652304,-4.008397332819672,11.423969155917538,0.9541266647887376,-13.06968012359068,-1.908634821496417,-2.2063078938340053,True,False,True,high,normal
sample-30,-7.162360203399141,4.507324998957817,-4.622125656131813,0.8982882186446365,-2.8816547129657426,-4.357059364406684,-0.8272408669466594,-2.660514725490698,-7.032289946507851,-0.9791930027524026,False,False,False,normal,normal
sample-31,-3.3622622552350028,5.199605038209753,-5.1885127210840025,-1.6381656701222695,0.2727673679343518,-0.6185827558631568,-0.7445183503881112,2.539698566413712,3.337197118604468,0.9614967022053564,False,False,False,normal,normal
sample-32,-12.701756982039427,-5.4817150608123555,-3.9819494196052503,4.108958313620361,0.7902307796897291,4.060248523938795,-1.8626926878647028,8.872813413002062,-1.418187864929734,-10.515304420049068,False,False,False,normal,normal
sample-33,17.89846956249762,-21.774582368675816,15.95230416131285,-8.37725286660102,8.322830708077731,-6.562361894633464,7.593808500180957,-9.443089714295656,0.2895154526177965,5.607617771538023,False,True,True,normal,low
sample-34,-11.344823423761666,-5.373703232778198,-5.039739763431299,-2.6579220813494095,4.813278424487995,-4.313540241623841,3.752075127118432,-3.388318283439932,-1.9633600135479257,-1.2436145340524367,False,False,False,normal,normal
sample-35,6.3800962972963315,11.008149610806612,18.71749909853972,-4.419624752272055,7.895365764911776,6.102591239520344,-10.141087512426244,-7.950648146898732,-8.937384668514502,4.41820925940911,False,False,False,normal,normal
sample-36,-9.99573492235891,-7.532694172969534,4.206827806629035,-2.947142250162717,-4.909843799749585,7.712664968486611,-3.992127321420684,4.487423864861008,-1.862721442934935,-5.953438054523207,False,False,False,normal,normal
sample-37,15.400207899735694,23.000655510674108,14.893143002504962,-5.497449376031561,3.720044793488156,3.875723214138976,17.14856038858393,-1.782636662913271,4.610687472802106,-5.066484280034903,False,True,True,normal,high
sample-38,-13.382255656234038,1.93432564267765,-2.1074782589343326,4.0193510498313065,7.135851533051926,2.383765423187359,2.561473109949818,-1.7158380335195524,15.423711688011666,-4.86405507130891,False,False,False,normal,normal
