Dataset,Sample,PC,PC_Score,PC_Flag,Rank,Metabolite,Raw_Value,Z_Value,Value_Direction,Loading,Loading_Direction,Contribution,Abs_Contribution
Cord,sample-33,PC2,-21.774582368675816,low,20,113009,0.861709072279526,-2.555473116908859,low,0.0646886554572432,positive,-0.16531011998996456,0.16531011998996456
Cord,sample-37,PC2,23.000655510674108,high,1,113001,1.11146016730587,3.464351894394143,high,0.07466988467140329,positive,0.25868275641556815,0.25868275641556815
Cord,sample-37,PC2,23.000655510674108,high,2,635006,1.08320517578837,3.7331482655815567,high,0.06895926384041508,positive,0.2574351562016265,0.2574351562016265
Cord,sample-37,PC2,23.000655510674108,high,3,107013,1.09305182838874,2.8542813695552667,high,0.08496022452547124,positive,0.24250038601628499,0.24250038601628499
Cord,sample-37,PC2,23.000655510674108,high,4,107014,1.07628947525768,2.7895998148087306,high,0.07844336161551828,positive,0.21882558703562408,0.21882558703562408
Cord,sample-37,PC2,23.000655510674108,high,5,1103049,0.912449977481226,-3.214780678283543,low,-0.06777717473931304,negative,0.21788875178059097,0.21788875178059097
Cord,sample-37,PC2,23.000655510674108,high,6,119024,1.09021288299985,3.149887947182202,high,0.06324994934990852,positive,0.1992302531171616,0.1992302531171616
Cord,sample-37,PC2,23.000655510674108,high,7,402012,1.08136385448494,2.276265490091082,high,0.08492632378249314,positive,0.19331486002639064,0.19331486002639064
Cord,sample-37,PC2,23.000655510674108,high,8,112039,1.04288514254498,2.537237374737047,high,0.07459855979188681,positive,0.18927425400553152,0.18927425400553152
Cord,sample-37,PC2,23.000655510674108,high,9,109010,1.04238095842333,3.1610606178071596,high,0.05975219662350707,positive,0.18888031557403814,0.18888031557403814
Cord,sample-37,PC2,23.000655510674108,high,10,616027,1.20082749762048,3.0174029330414105,high,0.05879927937808929,positive,0.17742111805616795,0.17742111805616795
Cord,sample-37,PC2,23.000655510674108,high,11,114021,1.07588767846101,2.5471296857883656,high,0.06938199415395735,positive,0.17672493696873962,0.17672493696873962
Cord,sample-37,PC2,23.000655510674108,high,12,624015,1.05270651446606,3.167441199393456,high,0.05347386576023996,positive,0.16937532549981912,0.16937532549981912
Cord,sample-37,PC2,23.000655510674108,high,13,312007,1.13257215825669,2.462434134253031,high,0.06814512858804243,positive,0.16780289071825774,0.16780289071825774
Cord,sample-37,PC2,23.000655510674108,high,14,621001,1.05401139186082,2.171270761401589,high,0.07693925666458998,positive,0.16705595839979656,0.16705595839979656
Cord,sample-37,PC2,23.000655510674108,high,15,621010,1.16407018024511,2.2632231720059384,high,0.0711974777607222,positive,0.16113578145644394,0.16113578145644394
Cord,sample-37,PC2,23.000655510674108,high,16,402014,1.09516878858403,2.309335723997332,high,0.06955100363341972,positive,0.16061661733052437,0.16061661733052437
Cord,sample-37,PC2,23.000655510674108,high,17,112038,1.04520875089778,2.2190378390546184,high,0.07193917712519456,positive,0.15963575615125916,0.15963575615125916
Cord,sample-37,PC2,23.000655510674108,high,18,659010,0.813472027539507,-3.7508632481741637,low,-0.041776885184292054,negative,0.15669938326095278,0.15669938326095278
Cord,sample-37,PC2,23.000655510674108,high,19,101006,1.03183012108795,2.392126346477955,high,0.06514632882611592,positive,0.15583824956126816,0.15583824956126816
Cord,sample-37,PC2,23.000655510674108,high,20,101004,1.03169044518037,2.6554516993031916,high,0.058357975049611044,positive,0.1549667840133829,0.1549667840133829
