Dataset,PC,Metabolite,Outlier_Count,Mean_Abs_Contribution,Mean_Contribution,Mean_Abs_Z,Mean_Abs_Loading,Typical_Value_Direction,Typical_Loading_Direction
Cord,PC1,203012,1,0.220768330609994,0.220768330609994,3.7245800520507455,0.05927334827679149,high,positive
Cord,PC1,617003,1,0.2194133686639596,0.2194133686639596,3.890843509750226,0.05639223682836962,high,positive
Cord,PC1,616078,1,0.21591266939543485,0.21591266939543485,3.8156387642217577,0.05658624485629804,high,positive
Cord,PC1,107005,1,0.204369376634982,0.204369376634982,3.926658294617689,0.0520466415208864,high,positive
Cord,PC1,642026,1,0.20405266685129342,0.20405266685129342,3.6534053912257827,0.05585273053501191,low,negative
Cord,PC1,801005,1,0.20187780976395045,0.20187780976395045,3.4055488391155007,0.05927908225693887,low,negative
Cord,PC1,642011,1,0.19728961980044235,0.19728961980044235,3.760494399079727,0.05246374515242552,low,negative
Cord,PC1,657011,1,0.1959889322976567,0.1959889322976567,3.5678444696522535,0.054932027997498196,high,positive
Cord,PC1,702001,1,0.19598530734569086,0.19598530734569086,3.172848197663534,0.06176951909959425,high,positive
Cord,PC1,616066,1,0.19589218550067952,0.19589218550067952,3.310737873401396,0.0591687391123548,high,positive
Cord,PC1,642004,1,0.19518405356663565,0.19518405356663565,4.175254956557407,0.046747816743523934,low,negative
Cord,PC1,650001,1,0.194087280614069,0.194087280614069,4.0444824325638535,0.047988162601817604,high,positive
Cord,PC1,607022,1,0.1926574148793084,0.1926574148793084,3.517817664189766,0.054766174165448635,high,positive
Cord,PC1,651008,1,0.19189359315430526,0.19189359315430526,3.2024514362288614,0.059920844070714484,high,positive
Cord,PC1,601032,1,0.19173813355178365,0.19173813355178365,3.665502359394905,0.052308828300259354,high,positive
Cord,PC1,902012,1,0.19106702085224014,0.19106702085224014,3.591770478883316,0.05319577683918239,high,positive
Cord,PC1,651012,1,0.18999845550787473,0.18999845550787473,3.461561374049394,0.05488807938875608,high,positive
Cord,PC1,613002,1,0.18963127728129883,0.18963127728129883,3.7114486335446872,0.05109360144914305,low,negative
Cord,PC1,659012,1,0.18903336914506466,0.18903336914506466,3.140475682816028,0.06019259126234043,low,negative
Cord,PC1,601007,1,0.188951679849306,0.188951679849306,3.3504741034511265,0.05639550523750593,low,negative
Cord,PC1,906001,1,0.18788261936745113,0.18788261936745113,3.711084941980384,0.05062741012529598,high,positive
Cord,PC1,111010,1,0.18759575624296188,0.18759575624296188,4.600902622000644,0.040773685438573404,low,negative
Cord,PC1,616072,1,0.18719321967324257,0.18719321967324257,3.2218225515691588,0.058101654165302136,high,positive
Cord,PC1,644008,1,0.187169878566696,0.187169878566696,4.014505677933314,0.04662339365853181,low,negative
Cord,PC1,655005,1,0.18508867335225596,0.18508867335225596,2.953450250670965,0.06266862741642847,high,positive
Cord,PC1,616056,1,0.1850411929416977,0.1850411929416977,3.223262535974314,0.05740804258929664,high,positive
Cord,PC1,674005,1,0.1846066077861865,0.1846066077861865,2.9455847398097648,0.06267231266214021,high,positive
Cord,PC1,112031,1,0.18442536858910277,0.18442536858910277,3.793854518917708,0.048611607975340795,high,positive
Cord,PC1,116012,1,0.18407013387337753,0.18407013387337753,3.2095216126775536,0.057351267910552076,high,positive
Cord,PC1,119006,1,0.18239428790874151,0.18239428790874151,3.185749224558184,0.05725318443231729,high,positive
Cord,PC1,655009,1,0.18228898354552492,0.18228898354552492,4.410120810634355,0.04133423807936552,low,negative
Cord,PC1,402016,1,0.181512689728592,0.181512689728592,2.952401203585222,0.0614796828792014,high,positive
Cord,PC1,607027,1,0.18099583820593282,0.18099583820593282,3.629358448731588,0.049869926259057826,high,positive
Cord,PC1,659005,1,0.18065275089648672,0.18065275089648672,3.161329065570783,0.05714455760519495,low,negative
Cord,PC1,659002,1,0.17998090247572637,0.17998090247572637,3.2245471265867702,0.05581586976718767,low,negative
Cord,PC1,642014,1,0.17868934424979085,0.17868934424979085,3.4058147074684313,0.0524659617735376,low,negative
Cord,PC1,653010,1,0.1764118073329147,0.1764118073329147,3.783457652130278,0.04662713939287411,high,positive
Cord,PC1,111025,1,0.17589095546357925,0.17589095546357925,4.236250956912905,0.041520428617797644,high,positive
Cord,PC1,703041,1,0.17482239867674584,0.17482239867674584,3.0072495987767214,0.05813365101049793,high,positive
Cord,PC1,672041,1,0.1738592836055177,0.1738592836055177,3.7256858640898938,0.04666504100124604,low,negative
Cord,PC1,203016,1,0.1719442702158826,0.1719442702158826,2.8556804641929365,0.06021131298542428,high,positive
Cord,PC1,651017,1,0.16840526979374812,0.16840526979374812,3.3073709214605524,0.050918168476664076,high,positive
Cord,PC1,117034,1,0.16633824066848255,0.16633824066848255,3.0504782523598,0.054528577786058956,low,negative
Cord,PC1,653008,1,0.16595180567514048,0.16595180567514048,3.4256040037815585,0.04844453868338098,high,positive
Cord,PC1,671002,1,0.16525256938199434,0.16525256938199434,3.439781745945445,0.04804158565489848,high,positive
Cord,PC1,612021,1,0.16511492407599326,0.16511492407599326,3.008875790044943,0.05487595221520493,low,negative
Cord,PC1,902010,1,0.16311946638807676,0.16311946638807676,2.8577088633267533,0.05708050546415144,high,positive
Cord,PC1,642013,1,0.1608935347572521,0.1608935347572521,2.9206328333632126,0.055088586596480006,low,negative
Cord,PC1,907002,1,0.15991835128517015,0.15991835128517015,6.082762530298186,0.026290415002824502,high,positive
Cord,PC1,1116093,1,0.1584293843152269,0.1584293843152269,3.251702502759724,0.04872198000301925,high,positive
Cord,PC1,902017,1,0.1511415887495253,0.1511415887495253,2.9422927511755526,0.05136864395602333,high,positive
Cord,PC1,1103076,1,0.14801358883885712,0.14801358883885712,3.1891392420342606,0.046411767441186885,low,negative
Cord,PC1,1103010,1,0.146535861870646,0.146535861870646,2.7058180884161733,0.05415584384551863,high,positive
Cord,PC1,642008,1,0.14552486841089218,0.14552486841089218,2.7194399172840726,0.05351280882727834,low,negative
Cord,PC1,112026,1,0.14537339119945233,0.14537339119945233,3.289702205213342,0.04419044099769044,low,negative
Cord,PC1,703015,1,0.14360100740244244,0.14360100740244244,2.178681166156456,0.06591189644135848,high,positive
Cord,PC1,112022,1,0.14243776496551724,0.14243776496551724,2.728946144095349,0.05219515426264876,low,negative
Cord,PC1,1116139,1,0.14124069920419843,0.14124069920419843,3.5017493590223845,0.040334325710744155,high,positive
Cord,PC1,109014,1,0.13893828431342722,0.13893828431342722,3.0469551940491453,0.04559905724402531,high,positive
Cord,PC1,111006,1,0.13818275412050215,0.13818275412050215,2.929531616239435,0.04716888985068672,low,negative
Cord,PC1,621031,1,0.13775810298892024,0.13775810298892024,2.712834967843049,0.05078012655463908,low,negative
Cord,PC1,801002,1,0.1373667179644247,0.1373667179644247,2.3529787803796456,0.05837992212673547,low,negative
Cord,PC1,109001,1,0.1355634519748958,0.1355634519748958,3.163283350312343,0.04285529842323808,high,positive
Cord,PC1,659011,1,0.1336269474286247,0.1336269474286247,2.5422950192505205,0.05256154239251842,low,negative
Cord,PC1,676008,1,0.13241416168560796,0.13241416168560796,2.6122670605304443,0.05068936621614793,low,negative
Cord,PC2,107013,3,0.22187640838997466,-0.06020948437911799,2.6115327452254515,0.08496022452547124,low,positive
Cord,PC2,621001,3,0.19770288889582419,-0.08633224996262646,2.5695970752316053,0.07693925666458998,low,positive
Cord,PC2,402012,3,0.19305236866294084,-0.06417579531201373,2.2731746773517703,0.08492632378249314,low,positive
Cord,PC2,107014,2,0.23374550502540473,-0.014919917989780651,2.9797996951110184,0.07844336161551828,high,positive
Cord,PC2,402007,2,0.23244843911809537,-0.23244843911809537,3.4027246166525673,0.06831244526239878,low,positive
Cord,PC2,203004,2,0.2264950570051485,-0.2264950570051485,2.9297910608373208,0.07730758006354803,low,positive
Cord,PC2,402011,2,0.2143185711265838,-0.2143185711265838,2.68909693699726,0.07969908714629657,low,positive
Cord,PC2,1116139,2,0.20737484809215012,-0.20737484809215012,3.2857426437696295,0.06311353948714482,high,negative
Cord,PC2,1103076,2,0.19955489831945256,-0.19955489831945256,3.1321955786238185,0.06371086776360571,low,positive
Cord,PC2,112039,2,0.19032968910056502,-0.0010554350950335023,2.5513855714043543,0.07459855979188681,high,positive
Cord,PC2,112026,2,0.1874402388098791,-0.1874402388098791,3.0923654643691902,0.060613870181128446,low,positive
Cord,PC2,109014,2,0.17936944049950287,-0.17936944049950287,2.865192942956526,0.0626029185714857,high,negative
Cord,PC2,112038,2,0.1762134902890082,-0.016577734137749045,2.4494788143371,0.07193917712519456,high,positive
Cord,PC2,402003,2,0.17505749016280936,-0.17505749016280936,2.388347946450544,0.07329647693208687,low,positive
Cord,PC2,101004,2,0.16743215793911703,-0.01246537392573413,2.8690535920202898,0.058357975049611044,high,positive
Cord,PC2,101006,2,0.16125292571310135,-0.005414676151833206,2.4752419456130297,0.06514632882611592,high,positive
Cord,PC2,1101005,1,0.3026685398114684,-0.3026685398114684,5.416350969215538,0.05588052575095675,high,negative
Cord,PC2,113001,1,0.25868275641556815,0.25868275641556815,3.464351894394143,0.07466988467140329,high,positive
Cord,PC2,635006,1,0.2574351562016265,0.2574351562016265,3.7331482655815567,0.06895926384041508,high,positive
Cord,PC2,301010,1,0.2315899699134696,-0.2315899699134696,3.2490116249214656,0.07128012966683908,low,positive
Cord,PC2,645001,1,0.22711511730490244,-0.22711511730490244,2.932409329038356,0.07745000503711458,low,positive
Cord,PC2,1103049,1,0.21788875178059097,0.21788875178059097,3.214780678283543,0.06777717473931304,low,negative
Cord,PC2,1116016,1,0.21737772766782046,-0.21737772766782046,3.122464874484183,0.06961734924359406,low,positive
Cord,PC2,119024,1,0.1992302531171616,0.1992302531171616,3.149887947182202,0.06324994934990852,high,positive
Cord,PC2,306017,1,0.19675184413657432,-0.19675184413657432,2.938573992725014,0.06695487152056408,low,positive
Cord,PC2,109010,1,0.18888031557403814,0.18888031557403814,3.1610606178071596,0.05975219662350707,high,positive
Cord,PC2,109001,1,0.18232130017895082,-0.18232130017895082,3.163283350312343,0.05763672740886408,high,negative
Cord,PC2,109009,1,0.18232065644965512,-0.18232065644965512,4.270307256575556,0.04269497380285971,low,positive
Cord,PC2,301003,1,0.17935749447610677,-0.17935749447610677,2.837733241764526,0.06320449429016126,low,positive
Cord,PC2,622006,1,0.17845878167429674,-0.17845878167429674,2.8655972236929386,0.06227629626340655,low,positive
Cord,PC2,616027,1,0.17742111805616795,0.17742111805616795,3.0174029330414105,0.05879927937808929,high,positive
Cord,PC2,1102042,1,0.17695942787070262,-0.17695942787070262,3.514932240456656,0.050345046722070595,high,negative
Cord,PC2,114021,1,0.17672493696873962,0.17672493696873962,2.5471296857883656,0.06938199415395735,high,positive
Cord,PC2,210003,1,0.17076271438454807,-0.17076271438454807,3.1216122334654073,0.05470337172371297,low,positive
Cord,PC2,624015,1,0.16937532549981912,0.16937532549981912,3.167441199393456,0.05347386576023996,high,positive
Cord,PC2,117031,1,0.1684127045035214,-0.1684127045035214,3.0506366134718794,0.0552057573031793,low,positive
Cord,PC2,312007,1,0.16780289071825774,0.16780289071825774,2.462434134253031,0.06814512858804243,high,positive
Cord,PC2,113009,1,0.16531011998996456,-0.16531011998996456,2.555473116908859,0.0646886554572432,low,positive
Cord,PC2,621010,1,0.16113578145644394,0.16113578145644394,2.2632231720059384,0.0711974777607222,high,positive
Cord,PC2,402014,1,0.16061661733052437,0.16061661733052437,2.309335723997332,0.06955100363341972,high,positive
Cord,PC2,659010,1,0.15669938326095278,0.15669938326095278,3.7508632481741637,0.041776885184292054,low,negative
